,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-19 09:30:00,3,1.444874,0.001193144900075176,0.028847321649866656,True,-0.0010411322209713458,-0.0001384864713913678,0.0014525332900010841,0.04544680230153146,0.010586003341505442
