,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-24 09:30:00,1,1.496243,-0.006413629886293476,0.02071984707915294,True,-0.0024783078465255067,-0.00022615565003837997,0.001496981719394612,0.037326693811658006,0.0013991325461873174
