,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-16,0,6e-06,1.878288302944087e-05,-8.484831378143216e-06,True,7.212742974788584e-06,9.296591034640201e-07,5.5334862798556264e-06,6.349495860090844e-05,-6.93087121156266e-05
