,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-20,4,2.671014,-0.006177192080679937,0.0020625508141534753,True,-0.0011917145698734303,-0.0012029919697520792,0.002405967787500723,0.023716212445649674,-0.034027014454367684
