,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-13,4,3e-05,0.0006727363821477861,0.0007287625596829165,True,-3.5517543141859954e-06,1.1948398421897204e-05,2.808680201683087e-05,0.0011374945744162702,0.0006319321381133143
