,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-12,3,4e-06,5.769529427460067e-06,-4.464164432128682e-05,True,3.168870195279767e-06,1.6313920231465699e-06,3.9366829261428835e-06,1.2386902931307207e-05,-8.209348729612201e-05
