,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-18,2,2.031462,0.003202627470420035,-0.045206428030421776,True,0.002887503555530766,0.0007372789044176908,0.001918358805006318,-0.017762448943839822,-0.06380306026399145
