,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-19,3,5.8e-05,0.001416563774403074,0.0019950642694203454,True,-3.953308746294084e-05,1.10182238620418e-05,5.70624141751605e-05,0.0027459225826945216,0.0017187991275416322
