,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-24,1,5.1e-05,0.0012901130003160066,0.0008528277427234399,True,3.223333882467667e-05,9.591694795702443e-06,5.1146099076818176e-05,0.0015241311004194713,0.0006035013170367449
