,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-11 09:30:00,2,0.987147,0.0022062739508126312,0.008136805557425287,True,0.00010469865467103423,-0.00023479171821362468,0.0009713524196412485,0.018384284283838523,-0.0049281737875514426
