,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-12,3,1.540668,0.0024108524210313545,-0.016445825619370073,True,0.001075123431837147,0.0005796523935826901,0.001441670516465713,0.004332134939714628,-0.03026795745546249
