,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,GOOG,SVR_Linear_Garch,2023-10-16,0,3.3e-05,0.0006833608912568133,0.0007325804229634805,True,-5.868550911163251e-06,1.1641337455068457e-05,3.1138070226038064e-05,0.0011760852904063477,0.0006156000263376626
