,symbol,Model,Date,dayofweek,RMSE,Last_Prediction,Inv_Ma,Errors_ND,Last_Error,Error_Mean,Error_Std,Upper_Bound,Lower_Bound
0,AMD,SVR_Linear_Garch,2023-10-24,1,7e-06,-8.478746730433692e-06,4.6060374891574154e-05,True,-4.6576494259563006e-07,1.110382936051529e-06,7.1464731921088745e-06,0.00013848035081318982,-3.303500579742318e-05
