,date,means,std
0,2018-10-29,-0.00010107476038822664,0.0013028887091594433
1,2018-10-30,-7.103724949445521e-06,0.0016045304631008394
2,2018-10-31,7.502121772240754e-05,0.001398208386433179
3,2018-11-01,-2.088637677937446e-05,0.0008139728479914016
4,2018-11-02,6.2907758118675434e-06,0.0009881782094500057
5,2018-11-05,3.2343126369006464e-05,0.000595591244558576
6,2018-11-06,5.44446941261255e-06,0.0006362696730873848
7,2018-11-07,9.994463040634554e-05,0.0011995804114612548
8,2018-11-08,-3.658899513342938e-06,0.0006899097597628715
9,2018-11-09,-5.2032063959941814e-05,0.0008190366840960223
10,2018-11-12,-6.144366839668293e-05,0.0008892483275986495
11,2018-11-13,1.0863117143886094e-06,0.0011038070768014969
12,2018-11-14,-4.696769150886488e-05,0.0011912443668672687
13,2018-11-15,5.639772532603339e-05,0.0010799967301318002
14,2018-11-16,2.5012236880167097e-05,0.000742064772844864
15,2018-11-19,-8.869266627836754e-05,0.0009165373144167247
16,2018-11-20,-7.023791886921727e-05,0.0020353737685471535
17,2018-11-21,3.488106815940323e-05,0.0010742670106749187
18,2018-11-23,2.6235804855985666e-09,0.0007092850062677059
19,2018-11-26,8.380999797398456e-05,0.0010909423395387922
20,2018-11-27,1.775343244999315e-05,0.0006831513423742039
21,2018-11-28,9.236287085969842e-05,0.0010040921535516007
22,2018-11-29,-2.1037502798242683e-05,0.0007513323317742985
23,2018-11-30,1.7134258155390483e-05,0.0006384069386911937
24,2018-12-03,2.781539109331466e-05,0.0013576838237139384
25,2018-12-04,-8.250739746885206e-05,0.000984083755533166
26,2018-12-06,1.7273176660535002e-05,0.001852175881917594
27,2018-12-07,-0.00010461959513392904,0.0011006852876695495
28,2018-12-10,6.705877032482078e-05,0.0011281726083407191
29,2018-12-11,2.6286498171544536e-05,0.0015159323137405967
30,2018-12-12,1.2059216131349384e-05,0.001232506601726985
31,2018-12-13,8.196007310408812e-06,0.0009507077534120583
32,2018-12-14,-8.015965529792808e-05,0.0010403874816440313
33,2018-12-17,-7.395837825843793e-05,0.0011286544873656196
34,2018-12-18,2.4286412030737075e-05,0.0009955103641732048
35,2018-12-19,-5.039723783442631e-06,0.0015074954751593444
36,2018-12-20,-4.885669116316707e-05,0.0016359782691746634
37,2018-12-21,-8.863197317623948e-05,0.0015379945248399389
38,2018-12-24,-0.00010667689660328801,0.0016333644137818152
39,2018-12-26,0.00017381110251988872,0.0014556267967793608
40,2018-12-27,1.3706186181696156e-05,0.001663893132349993
41,2018-12-28,-1.8842166226180112e-05,0.0013247248553569428
42,2018-12-31,3.24798969669171e-05,0.0010028755899012527
43,2019-01-02,-1.2289496072946978e-05,0.0016462007001396782
44,2019-01-03,-9.63982458079465e-05,0.0012310919316094195
45,2019-01-04,0.0001185226565342453,0.001347461511523007
46,2019-01-07,3.572277724892535e-06,0.000780810410953847
47,2019-01-08,1.9163707438296755e-05,0.0008851615564549321
48,2019-01-09,3.749746237348539e-05,0.0008462669568678762
49,2019-01-10,-1.775509045425059e-05,0.0007106105685824903
50,2019-01-11,-2.000457606496607e-05,0.0005489776599658202
51,2019-01-14,-1.782285258980929e-05,0.0005987765513614174
52,2019-01-15,7.35179911710374e-05,0.0006345614610563578
53,2019-01-16,9.159889683038278e-06,0.0005321929836400162
54,2019-01-17,1.886937098308584e-05,0.00063590677072937
55,2019-01-18,3.771971790911747e-05,0.0007911318117133587
56,2019-01-22,-4.505620317446897e-05,0.000818861061331033
57,2019-01-23,2.3621804437081922e-05,0.0006714388229035548
58,2019-01-24,-1.4295361044390275e-05,0.0005512674288713333
59,2019-01-25,2.374493076746172e-05,0.0006175104019478907
60,2019-01-28,-4.9983622158706585e-05,0.0007339954759615225
61,2019-01-29,-5.2862361637408424e-05,0.0005266571910168308
62,2019-01-30,8.470856706501248e-05,0.0009200569772545266
63,2019-01-31,-4.5350104029618725e-05,0.0013060673655752057
64,2019-02-01,-4.0894255517736376e-05,0.000585333700578737
65,2019-02-04,7.315792192309401e-05,0.0005292189893169194
66,2019-02-05,3.476547016186911e-05,0.00044343922261768856
67,2019-02-06,-2.728984777074431e-05,0.00048136766214704207
68,2019-02-07,-1.8415777583320702e-05,0.0007238977945443389
69,2019-02-08,1.0645627314929673e-05,0.0006299917533751325
70,2019-02-11,-1.1267081580557657e-05,0.0005562440675375634
71,2019-02-12,3.906125770371927e-05,0.0005407230061576764
72,2019-02-13,-2.240005471273143e-06,0.000566844893931527
73,2019-02-14,2.261945448478286e-06,0.0006665003061177239
74,2019-02-15,3.208706788419243e-05,0.0007182845563907843
75,2019-02-19,7.593797806220898e-07,0.0003121899743737021
76,2019-02-20,-2.4612780833679237e-05,0.0005347110149356893
77,2019-02-21,5.314964129422093e-05,0.0004947644467408971
