,date,means,std
0,2018-10-29,-5.745940189517152e-05,0.0011842688918558243
1,2018-10-30,0.00013117724621045955,0.0012921827868522346
2,2018-10-31,-5.087386563012087e-05,0.0010762666172271652
3,2018-11-01,7.319645250461822e-05,0.0008769158941032898
4,2018-11-02,-6.020536218393071e-05,0.0010930585461581014
5,2018-11-05,4.7266243606698945e-05,0.0008073163931137928
6,2018-11-06,-3.840257058586524e-05,0.00087469911168804
7,2018-11-07,7.943234782050361e-05,0.0008147629914358093
8,2018-11-08,1.4432578072623739e-05,0.0007244827685569616
9,2018-11-09,-4.6746644806702853e-05,0.0007255414727772304
10,2018-11-12,-7.744472834943044e-05,0.0009885987756973206
11,2018-11-13,4.111626778411398e-05,0.001243641074225331
12,2018-11-14,-1.6205115869134696e-05,0.0011148496046696724
13,2018-11-15,5.595653982853429e-05,0.0009757719158157172
14,2018-11-16,3.911188660900758e-05,0.001005776080521145
15,2018-11-19,-4.414211382161902e-05,0.0008150935248244123
16,2018-11-20,-3.326346804985044e-05,0.0011015175762954664
17,2018-11-21,-1.8714235751760945e-05,0.0007721351053658159
18,2018-11-23,-2.664205472431211e-05,0.0006526816781094168
19,2018-11-26,4.944794919146767e-05,0.0008205278016916356
20,2018-11-27,3.378990864741135e-05,0.0009953473270776945
21,2018-11-28,4.31817044864877e-05,0.0008081095868810615
22,2018-11-29,-6.233727032142418e-05,0.000815738778022051
23,2018-11-30,8.30755126026437e-05,0.0007489401386624897
24,2018-12-03,4.613709152055659e-05,0.0014133187443507401
25,2018-12-04,-0.0001237822579031914,0.0011489060693848916
26,2018-12-06,3.4869359573415294e-05,0.0014101215766025607
27,2018-12-07,-0.0001158843791209703,0.00113851159412899
28,2018-12-10,5.370507067321675e-05,0.0009668039130164443
29,2018-12-11,1.0070436641618235e-05,0.0013133486090329293
30,2018-12-12,2.447531594758593e-05,0.0012500080771653732
31,2018-12-13,2.486953667161631e-05,0.0008038509513076936
32,2018-12-14,-2.210816917621413e-05,0.0007687595231048379
33,2018-12-17,-4.1808254483830876e-05,0.0008056658698593813
34,2018-12-18,3.5562785920302636e-05,0.0009003094656492383
35,2018-12-19,-0.00011796874859169386,0.001449872240502194
36,2018-12-20,-5.921540487303785e-07,0.001278485691128783
37,2018-12-21,-3.942352013469126e-05,0.0013190164807629302
38,2018-12-24,-7.147948283727449e-05,0.0009396511146418795
39,2018-12-26,0.00014913496815322492,0.0010710222861333115
40,2018-12-27,1.0778877346748419e-05,0.0012696614167778716
41,2018-12-28,2.195804864962258e-05,0.0009835809964663328
42,2018-12-31,1.2419569877926835e-05,0.0008781158105585229
43,2019-01-02,6.941461132584285e-06,0.0013699675218056704
44,2019-01-03,-0.00014437302924140945,0.0015758558704282242
45,2019-01-04,0.0001539517281761993,0.001585909998925135
46,2019-01-07,1.1197518555732472e-05,0.0008494852963082412
47,2019-01-08,1.75882960845896e-05,0.0008299787802596013
48,2019-01-09,1.4282471526021014e-05,0.0008447356336479612
49,2019-01-10,2.907209440829797e-05,0.0008791377282219103
50,2019-01-11,2.0733156422101827e-05,0.0006543747345126802
51,2019-01-14,-3.084860346219116e-05,0.0007167275253880538
52,2019-01-15,1.3599637439243205e-05,0.000695646872975695
53,2019-01-16,-2.4908462346675007e-05,0.0005407878554746678
54,2019-01-17,1.8804690244110358e-05,0.000667210399942443
55,2019-01-18,3.962455769403538e-05,0.0007117711448924391
56,2019-01-22,-4.757193379172167e-05,0.0007448547965166332
57,2019-01-23,-1.8356324985293666e-05,0.0007598350723633611
58,2019-01-24,9.393954607766773e-05,0.0012305156791610474
59,2019-01-25,-0.00013623410291658137,0.003420749866998367
60,2019-01-28,-1.7391710140253852e-05,0.0011414929744126198
61,2019-01-29,-9.725593614442448e-06,0.0005878557672212022
62,2019-01-30,5.5264329953103486e-05,0.0006528274810087514
63,2019-01-31,-2.299514546752205e-05,0.0012934067437521354
64,2019-02-01,8.746519708502639e-05,0.0006996220359769686
65,2019-02-04,2.6274094532161754e-05,0.00045631130643626535
66,2019-02-05,4.04951594673664e-05,0.0006258534068724135
67,2019-02-06,-5.872891787997175e-06,0.0007571454970752752
68,2019-02-07,-3.371909433454383e-05,0.0009176097343592974
69,2019-02-08,-2.0147370124905827e-05,0.0006960292970114825
70,2019-02-11,-3.4398933312283558e-06,0.0006896456619171126
71,2019-02-12,6.359887380734512e-05,0.0007191421944917742
72,2019-02-13,2.4074418917882778e-05,0.000520218004194804
73,2019-02-14,1.7398595159393928e-05,0.0005144926304201874
74,2019-02-15,4.2885990646242576e-05,0.0008338956619288802
75,2019-02-19,-1.2333779117890162e-05,0.00045825834766328164
76,2019-02-20,1.625850616537656e-07,0.000571012853478837
77,2019-02-21,1.3985905602537327e-07,0.0005296251262053524
78,2019-02-22,5.491642812407283e-05,0.001508684438730108
79,2019-02-25,2.935703531130344e-05,0.0006633516998945187
80,2019-02-26,5.903243184102427e-06,0.00048059479223542726
81,2019-02-27,1.1297993034501217e-06,0.0005773506527576189
82,2019-02-28,-1.2412110580708306e-05,0.0005302032232783174
83,2019-03-01,1.5715497640323895e-05,0.0007438651607156593
84,2019-03-04,3.090461243843325e-05,0.0007755476510364034
85,2019-03-05,-1.2236575010578107e-05,0.0005532401715434696
86,2019-03-06,-3.4473546386588684e-05,0.0005489528746242166
87,2019-03-07,-1.6814721838673993e-05,0.0006120968052152894
88,2019-03-08,-5.482438800118141e-06,0.0008622454951747036
89,2019-03-11,4.083069478481151e-05,0.0004932942134839627
90,2019-03-12,1.2107732076519967e-05,0.00048175731516784254
91,2019-03-13,3.771775027823271e-05,0.0006130645533118102
92,2019-03-14,-4.653673824419374e-05,0.0004495016925290233
93,2019-03-15,4.354213288223815e-05,0.0006434245731926974
94,2019-03-18,-9.845915658342651e-06,0.00042406562430767023
95,2019-03-19,4.900143982611757e-06,0.0005740119356405336
96,2019-03-20,-1.8170862117317792e-05,0.0008361086386316572
97,2019-03-21,3.890819222616968e-05,0.0004929379596325894
98,2019-03-22,-6.442254703834507e-05,0.0006761426794449688
99,2019-03-25,-2.298531865789765e-05,0.0006758699036542773
100,2019-03-26,3.222439172330191e-05,0.0008506311462543888
101,2019-03-27,-1.3225208200895495e-05,0.0007009655595070696
102,2019-03-28,-2.2491740276029696e-06,0.000572820684386986
103,2019-03-29,2.9136161971789253e-05,0.0008164771229308715
104,2019-04-01,3.8222468138857324e-05,0.0007927799380519899
105,2019-04-02,-7.43711260202657e-06,0.0004481768187134887
106,2019-04-03,5.215698785051641e-05,0.0007978859403710323
107,2019-04-04,2.1788974779974192e-05,0.000549688964836315
108,2019-04-05,-1.4596274855914913e-05,0.0004823402175347806
109,2019-04-08,2.8707979564538787e-06,0.00046037649295093845
110,2019-04-09,-1.5994661126634744e-05,0.0005946594717944855
111,2019-04-10,2.0381330119552283e-05,0.00036831298146100874
112,2019-04-11,1.4647228143354847e-06,0.0004141274954851595
113,2019-04-12,2.845424767643357e-05,0.0004826164410281681
114,2019-04-15,-5.850263111204948e-06,0.00036281830242077516
115,2019-04-16,2.0812816683930813e-05,0.000886652301556365
116,2019-04-17,8.328311994979608e-05,0.0017086152342290022
117,2019-04-18,-2.5161793676695587e-06,0.0004736245689792026
118,2019-04-22,1.4110916971912637e-05,0.0005012572447804406
119,2019-04-23,-2.5261088967344067e-06,0.0004255009250224586
120,2019-04-24,-2.441446643054194e-06,0.0005965624505401453
121,2019-04-25,-4.9091940443095037e-05,0.0007675179309696435
122,2019-04-26,-0.00022938005167159604,0.004629272561787489
123,2019-04-29,-6.52276551674915e-05,0.000551448053047572
124,2019-04-30,-3.912274075842194e-06,0.0004573911575112969
125,2019-05-01,-1.3438138812190327e-05,0.0005743516045894346
126,2019-05-02,-9.908364592420618e-06,0.0006556704134049724
127,2019-05-03,5.9303235213477396e-05,0.0005422954053067443
128,2019-05-06,-2.4362483856615478e-05,0.0014311135053647975
129,2019-05-07,-3.624819158843677e-05,0.0010484425808537444
130,2019-05-08,-6.630973131690115e-05,0.001058181199258673
131,2019-05-09,-0.0001364995149832937,0.001784344301350767
132,2019-05-10,-2.1629682213172763e-05,0.0009656025207436424
133,2019-05-13,-8.144568586796171e-05,0.0013031765599609054
134,2019-05-14,2.4334012716877472e-05,0.0008808389687139312
135,2019-05-15,2.455155980538143e-05,0.0007255443471471148
136,2019-05-16,-3.7393903665985555e-06,0.0006315402645077821
137,2019-05-17,-3.647607077598769e-05,0.0008777057703578928
138,2019-05-20,-7.561111836946612e-05,0.0013486915038624712
139,2019-05-21,5.312989081453466e-05,0.001193033298167339
140,2019-05-22,-2.707627518202969e-05,0.0005792720421615894
141,2019-05-23,3.07497108055867e-05,0.0011152558242659646
142,2019-05-24,3.6421635712393073e-06,0.0006153521007671212
143,2019-05-28,-5.7902081234533866e-05,0.0007329835117924914
144,2019-05-29,3.720284419695837e-05,0.0008960509791235263
145,2019-05-30,3.146040491092571e-05,0.0008150907919199232
146,2019-05-31,-4.1712573918454397e-05,0.0009578828684344667
147,2019-06-03,-3.3546016056901326e-05,0.0009630872011178364
148,2019-06-04,7.909236499139603e-05,0.0011164963007085367
149,2019-06-05,-1.2909806029329792e-05,0.0007640473003443818
150,2019-06-06,3.106916955632314e-05,0.0006049459535136984
151,2019-06-07,5.2489179391724117e-05,0.0005514580931906941
152,2019-06-10,4.2759289453284e-05,0.0006650355703478456
153,2019-06-11,3.7919023399413003e-06,0.0006842344555232721
154,2019-06-12,-2.9289333449408693e-05,0.000547457824954624
155,2019-06-13,2.1138265248010168e-05,0.0006227656578525609
156,2019-06-14,-2.8411225800248636e-05,0.0012961234065609081
157,2019-06-17,-2.0611668177683216e-06,0.0005678429468204094
158,2019-06-18,6.784029278438402e-05,0.000874079514509946
159,2019-06-19,-1.6110282796065858e-05,0.0006007822532873487
160,2019-06-20,6.052883795845541e-06,0.001111772908953209
161,2019-06-21,1.595280042054959e-05,0.0006891020897469765
162,2019-06-24,9.30156725591271e-06,0.0005172382506439229
163,2019-06-25,-4.16634660891727e-05,0.0005033818120016768
164,2019-06-26,7.180896650571003e-05,0.001079964953001271
165,2019-06-27,-3.844198943646677e-05,0.0005739632626382713
166,2019-06-28,2.2296592682261208e-05,0.0006953247367045737
167,2019-07-01,1.2246054554073105e-05,0.0017818903619022668
168,2019-07-02,2.8076007123395366e-06,0.0005334345209652478
169,2019-07-03,2.1310731319998846e-05,0.00041136224426437253
170,2019-07-05,-2.1981345441613128e-05,0.0007871306980148728
171,2019-07-08,-1.4076777477070582e-05,0.0008441768091461705
172,2019-07-09,-3.985282085436067e-06,0.000782188731504249
173,2019-07-10,2.48283681604704e-05,0.0007016449378847619
174,2019-07-11,2.082801728639609e-05,0.000581844706034784
175,2019-07-12,6.88694574385992e-05,0.0005555574896231971
176,2019-07-15,1.0363090288704878e-05,0.0004712260542638759
177,2019-07-16,-4.829846431406937e-05,0.0007020190981336963
178,2019-07-17,1.1010806975708412e-05,0.00041352910154439994
179,2019-07-18,2.855309585995056e-05,0.0005609092025429512
180,2019-07-19,1.6546889157713346e-05,0.0005825415181866323
181,2019-07-22,5.522844562248089e-05,0.0006536903879469144
182,2019-07-23,2.013234440997119e-05,0.0006888966971169892
183,2019-07-24,5.750521790704791e-05,0.0005978683670576329
184,2019-07-25,-3.663568840166511e-05,0.0009518407888996855
185,2019-07-26,-2.733137779057708e-05,0.001644135830879217
186,2019-07-29,4.600150763343716e-05,0.0006021790333377236
187,2019-07-30,-3.9422893543742717e-05,0.0009328471556944024
188,2019-07-31,-5.728687863907797e-05,0.0008848919443827768
189,2019-08-01,-5.32756778695461e-05,0.0010442321822958594
190,2019-08-02,-4.233272220478804e-05,0.0009982426709579963
191,2019-08-05,-9.050983096159475e-05,0.001526066081776642
192,2019-08-06,-7.168622503127631e-07,0.000868440820677504
193,2019-08-07,-1.1403315844409548e-05,0.0011294425168398314
194,2019-08-08,2.4490120149219405e-05,0.0009574164996517449
195,2019-08-09,-6.518642594784909e-05,0.0008108654094831084
196,2019-08-12,-2.1096121557578896e-05,0.0006051790069925475
197,2019-08-13,6.931062221429193e-05,0.001016098135895414
198,2019-08-14,-5.310661475626858e-05,0.0010467803666135095
199,2019-08-15,-9.8098882991143e-06,0.000738310036365776
200,2019-08-16,4.542558246875999e-05,0.0008587710811611151
201,2019-08-19,4.055489147238619e-05,0.0011152415045828268
202,2019-08-20,-3.4227983668786964e-05,0.0006395062077898158
203,2019-08-21,3.038765538034406e-05,0.00077955149010314
204,2019-08-22,-2.1161030827048023e-05,0.000521988495812308
205,2019-08-23,-9.953545976459302e-05,0.0010424185297204572
206,2019-08-26,3.428161912133321e-05,0.0007722417530501588
207,2019-08-27,1.2014794086325292e-05,0.0006729766622985896
208,2019-08-28,7.138250983133536e-07,0.0005551628573880306
209,2019-08-29,6.0332835961208837e-05,0.001060886521907787
210,2019-08-30,2.9634528732089264e-05,0.000725274899760748
211,2019-09-03,-2.3021784798678818e-05,0.0008246909945233406
212,2019-09-04,0.0001046965090512757,0.0009124169048520047
213,2019-09-05,6.163991506581777e-05,0.001458712532741638
214,2019-09-06,4.273785505670184e-05,0.0004531957228654626
215,2019-09-09,3.2642021272281e-05,0.0005112554805731077
216,2019-09-10,1.265755484333777e-05,0.0007249517597593606
217,2019-09-11,4.675147759980503e-05,0.0006118494877554203
218,2019-09-12,1.0532304317704303e-05,0.0008407497007888054
219,2019-09-13,-2.2184284947662308e-05,0.0005787747354843416
220,2019-09-16,-1.5358145072439943e-05,0.0007819524868037714
221,2019-09-17,-1.313042166772409e-05,0.0005684606547847809
222,2019-09-18,-1.023175547680296e-05,0.0005559293330319924
223,2019-09-19,-7.831994622454729e-06,0.00046843157446395487
224,2019-09-20,-4.889595155936922e-05,0.0007599884070514211
225,2019-09-23,1.5299631378577022e-05,0.0005339497535676246
226,2019-09-24,-5.5202456836148735e-05,0.0007775152736602838
227,2019-09-25,6.221155620879577e-05,0.0005728701725337792
228,2019-09-26,-4.8269661429120985e-06,0.0006373752662662886
229,2019-09-27,-7.326366226688099e-06,0.0006886263467367349
230,2019-09-30,3.7735862410339794e-05,0.0005328444367124129
231,2019-10-01,-3.772643126491853e-05,0.0008645437607921792
232,2019-10-02,-7.078041218525138e-05,0.0008906564000463474
233,2019-10-03,3.436884969932686e-05,0.0008053232876487292
234,2019-10-04,4.4908800417232397e-05,0.0006452833558440528
235,2019-10-07,-1.500202508846959e-05,0.0005469446339515483
236,2019-10-08,-4.503972161936256e-05,0.0009403849425955733
237,2019-10-09,3.9263109803553253e-05,0.0008674131732368547
238,2019-10-10,3.1432182325707e-05,0.0005243849937421296
239,2019-10-11,4.8060487623314635e-05,0.0013017393090086124
240,2019-10-14,-2.0659501612287412e-05,0.0004702837836019016
241,2019-10-15,4.938309978828648e-05,0.0006388252814338041
242,2019-10-16,-9.398091659013462e-06,0.000486235173107903
243,2019-10-17,-2.704221273636074e-05,0.0006890557026446345
244,2019-10-18,-2.6931844243259042e-05,0.0005314526679623864
245,2019-10-21,3.854499354056367e-05,0.0005126347337467234
246,2019-10-22,-5.805737825605149e-06,0.0004579030990445931
247,2019-10-23,-1.3502157765224049e-05,0.00082604749555715
248,2019-10-24,2.2987748884653477e-05,0.0007545035732519002
249,2019-10-25,0.00020572553008376608,0.002714976428457779
250,2019-10-28,1.4239769709653513e-05,0.0006326677647201894
251,2019-10-29,-1.9789764709432648e-05,0.000567655386283257
252,2019-10-30,1.2833686847450669e-05,0.0004900631789959862
253,2019-10-31,-2.8955722572059767e-06,0.0007443015705603195
254,2019-11-01,-1.724802173950803e-06,0.0007949245132626316
255,2019-11-04,5.0366194226898154e-05,0.0007126320682382162
256,2019-11-05,-2.109090865135293e-06,0.00048494655969692497
257,2019-11-06,2.830609287485016e-06,0.0005648670442582578
258,2019-11-07,1.97638103199946e-05,0.0007200164844813437
259,2019-11-08,9.851305092915481e-06,0.000554865871112566
260,2019-11-11,3.1909644695164934e-06,0.0004759912349014198
261,2019-11-12,-6.071117587405058e-06,0.00042090835586591204
262,2019-11-13,-1.3473825985170714e-05,0.0006600936984941547
263,2019-11-14,-3.42003794392812e-06,0.0005009959500668874
264,2019-11-15,6.407563834961541e-06,0.0006448432149990708
