,timestamp,cumsum
0,2018-10-30 15:59:00,-0.0037411517912763455
0,2018-10-31 15:59:00,0.04495872387447827
0,2018-11-01 15:59:00,0.04148449064452293
0,2018-11-02 15:59:00,-0.0001654956353320066
0,2018-11-05 15:59:00,-0.022563929618510288
0,2018-11-06 15:59:00,0.009465547611577264
0,2018-11-07 15:59:00,0.06666280520828714
0,2018-11-08 15:59:00,-9.815741144978622e-05
0,2018-11-09 15:59:00,-0.024556072144557958
0,2018-11-12 15:59:00,-0.04461419590145109
0,2018-11-13 15:59:00,-0.002774743284193095
0,2018-11-14 15:59:00,-0.018800790926208292
0,2018-11-15 15:59:00,0.013017861906792211
0,2018-11-16 15:59:00,-0.015906935425099883
0,2018-11-19 15:59:00,-0.051673304511773814
0,2018-11-20 15:59:00,-0.008979416275454007
0,2018-11-21 15:59:00,0.014158100704423986
0,2018-11-23 15:59:00,-0.008943659559874357
0,2018-11-26 15:59:00,0.05191008580911072
0,2018-11-27 15:59:00,0.0006372925161625038
0,2018-11-28 15:59:00,0.059019454029028966
0,2018-11-29 15:59:00,-0.002110766484314904
0,2018-11-30 15:59:00,0.011749796827174253
0,2018-12-03 15:59:00,0.047119918119471076
0,2018-12-04 15:59:00,-0.06123256441242573
0,2018-12-06 15:59:00,0.020795033245039684
0,2018-12-07 15:59:00,-0.04185427723162261
0,2018-12-10 15:59:00,0.007546860670542743
0,2018-12-11 15:59:00,0.001746939509466814
0,2018-12-12 15:59:00,0.012605451013482183
0,2018-12-13 15:59:00,-0.003221527554901928
0,2018-12-14 15:59:00,-0.04029639091018207
0,2018-12-17 15:59:00,-0.04427338036375066
0,2018-12-18 15:59:00,0.019199553609386775
0,2018-12-19 15:59:00,-0.03585538691714347
0,2018-12-20 15:59:00,-0.022174991414833853
0,2018-12-21 15:59:00,-0.05834877344175022
0,2018-12-24 15:59:00,-0.02328664071267774
0,2018-12-26 15:59:00,0.09133384932023904
0,2018-12-27 15:59:00,-0.0041875568318557755
0,2018-12-28 15:59:00,0.010245814050686954
0,2018-12-31 15:59:00,0.017915296109418798
0,2019-01-02 15:59:00,0.023865080127063214
0,2019-01-03 15:59:00,-0.02613784546174878
0,2019-01-04 15:59:00,0.05021298372663318
0,2019-01-07 15:59:00,0.03368803241399427
0,2019-01-08 15:59:00,0.016977328741868337
0,2019-01-09 15:59:00,0.002231709421552114
0,2019-01-10 15:59:00,-0.002200040953928594
0,2019-01-11 15:59:00,-0.009259556758806575
0,2019-01-14 15:59:00,-0.012876298921442708
0,2019-01-15 15:59:00,0.03401784229168667
0,2019-01-16 15:59:00,0.0053043278209995385
0,2019-01-17 15:59:00,0.005801595864803968
0,2019-01-18 15:59:00,0.0018446248484545523
0,2019-01-22 15:59:00,-0.03714461894248135
0,2019-01-23 15:59:00,0.004894482243158709
0,2019-01-24 15:59:00,0.008161053918139568
0,2019-01-25 15:59:00,0.010402138781454002
0,2019-01-28 15:59:00,-0.02010703860181374
0,2019-01-29 15:59:00,-0.0273951672264376
0,2019-01-30 15:59:00,0.0476042418990034
0,2019-01-31 15:59:00,0.028310064348807173
0,2019-02-01 15:59:00,-0.053855969665245265
0,2019-02-04 15:59:00,0.0050099988625147
0,2019-02-05 15:59:00,0.015206191330096621
0,2019-02-06 15:59:00,-0.010976470094669533
0,2019-02-07 15:59:00,-0.016115882390224903
0,2019-02-08 15:59:00,-0.016075824948725725
0,2019-02-11 15:59:00,0.0022102141389211205
0,2019-02-12 15:59:00,0.028857664729494345
0,2019-02-13 15:59:00,0.0012570841978655732
0,2019-02-14 15:59:00,-0.010660906897919226
0,2019-02-15 15:59:00,-0.008076541395535347
0,2019-02-19 15:59:00,0.011398453828791568
0,2019-02-20 15:59:00,-0.0029578344223340812
